dt	dhsl	Mode	pCa
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.72043
0.001	0	-2	6.6967
0.001	0	-2	6.62742
0.001	0	-2	6.57033
0.001	0	-2	6.52217
0.001	0	-2	6.48084
0.001	0	-2	6.44487
0.001	0	-2	6.41326
0.001	0	-2	6.38524
0.001	0	-2	6.36024
0.001	0	-2	6.3378
0.001	0	-2	6.31757
0.001	0	-2	6.29926
0.001	0	-2	6.28264
0.001	0	-2	6.26751
0.001	0	-2	6.25372
0.001	0	-2	6.24112
0.001	0	-2	6.22959
0.001	0	-2	6.21904
0.001	0	-2	6.20938
0.001	0	-2	6.20053
0.001	0	-2	6.19242
0.001	0	-2	6.18499
0.001	0	-2	6.1782
0.001	0	-2	6.17199
0.001	0	-2	6.16632
0.001	0	-2	6.16115
0.001	0	-2	6.15646
0.001	0	-2	6.15221
0.001	0	-2	6.14836
0.001	0	-2	6.14491
0.001	0	-2	6.14181
0.001	0	-2	6.13906
0.001	0	-2	6.13663
0.001	0	-2	6.1345
0.001	0	-2	6.13266
0.001	0	-2	6.13109
0.001	0	-2	6.12978
0.001	0	-2	6.12871
0.001	0	-2	6.12788
0.001	0	-2	6.12726
0.001	0	-2	6.12686
0.001	0	-2	6.12665
0.001	0	-2	6.12663
0.001	0	-2	6.1268
0.001	0	-2	6.12713
0.001	0	-2	6.12763
0.001	0	-2	6.12829
0.001	0	-2	6.1291
0.001	0	-2	6.13005
0.001	0	-2	6.13114
0.001	0	-2	6.13236
0.001	0	-2	6.13371
0.001	0	-2	6.13518
0.001	0	-2	6.13677
0.001	0	-2	6.13846
0.001	0	-2	6.14026
0.001	0	-2	6.14217
0.001	0	-2	6.14417
0.001	0	-2	6.14626
0.001	0	-2	6.14844
0.001	0	-2	6.15072
0.001	0	-2	6.15307
0.001	0	-2	6.1555
0.001	0	-2	6.15801
0.001	0	-2	6.16059
0.001	0	-2	6.16325
0.001	0	-2	6.16597
0.001	0	-2	6.16875
0.001	0	-2	6.1716
0.001	0	-2	6.1745
0.001	0	-2	6.17746
0.001	0	-2	6.18048
0.001	0	-2	6.18355
0.001	0	-2	6.18667
0.001	0	-2	6.18983
0.001	0	-2	6.19304
0.001	0	-2	6.1963
0.001	0	-2	6.1996
0.001	0	-2	6.20293
0.001	0	-2	6.20631
0.001	0	-2	6.20972
0.001	0	-2	6.21317
0.001	0	-2	6.21665
0.001	0	-2	6.22016
0.001	0	-2	6.2237
0.001	0	-2	6.22726
0.001	0	-2	6.23086
0.001	0	-2	6.23448
0.001	0	-2	6.23812
0.001	0	-2	6.24179
0.001	0	-2	6.24547
0.001	0	-2	6.24918
0.001	0	-2	6.2529
0.001	0	-2	6.25664
0.001	0	-2	6.2604
0.001	0	-2	6.26417
0.001	0	-2	6.26796
0.001	0	-2	6.27175
0.001	0	-2	6.27556
0.001	0	-2	6.27938
0.001	0	-2	6.28321
0.001	0	-2	6.28704
0.001	0	-2	6.29088
0.001	0	-2	6.29473
0.001	0	-2	6.29858
0.001	0	-2	6.30244
0.001	0	-2	6.3063
0.001	0	-2	6.31016
0.001	0	-2	6.31403
0.001	0	-2	6.31789
0.001	0	-2	6.32175
0.001	0	-2	6.32562
0.001	0	-2	6.32947
0.001	0	-2	6.33333
0.001	0	-2	6.33718
0.001	0	-2	6.34103
0.001	0	-2	6.34487
0.001	0	-2	6.34871
0.001	0	-2	6.35254
0.001	0	-2	6.35636
0.001	0	-2	6.36018
0.001	0	-2	6.36398
0.001	0	-2	6.36778
0.001	0	-2	6.37156
0.001	0	-2	6.37534
0.001	0	-2	6.3791
0.001	0	-2	6.38285
0.001	0	-2	6.38659
0.001	0	-2	6.39031
0.001	0	-2	6.39402
0.001	0	-2	6.39772
0.001	0	-2	6.4014
0.001	0	-2	6.40506
0.001	0	-2	6.40871
0.001	0	-2	6.41235
0.001	0	-2	6.41596
